mass_bin,event_name,prm_file,param_err_key,matrix_key,ratio_mcmc_over_fisher,mcmc_fractional,fisher_fractional,ot_distance_scaled,ot_constrained,mc_constrained_for_matrix
m30,759_2_802,759_2_802_sampling.prm,log_tE_err,A1,7.036536271769017,0.00030782804404250354,4.374709830993512e-05,1.0038859863089564,True,True
m30,759_2_802,759_2_802_sampling.prm,piEE_err,A1,1.8000197490689531,0.2140124253442587,0.11889448738268292,1.000569916052354,True,True
m30,759_2_802,759_2_802_sampling.prm,piEN_err,C,3.261788521756021,0.4298161025087856,0.13177313600864263,0.9838346904832008,True,False
m30,759_2_802,759_2_802_sampling.prm,t0_err,A1,6.085840909729875,1.9243931535079576e-09,3.1620825816055933e-10,1.0124228237778532,True,True
m30,759_2_802,759_2_802_sampling.prm,u0_err,A1,8.849788670555807,0.0005289610588539095,5.977103844454721e-05,1.0054655767378644,True,True
m30,759_2_888,759_2_888_sampling.prm,alpha_err,B,0.05079231374284018,0.0281975489522015,0.5551538584157589,0.9318604089265549,True,True
m30,759_2_888,759_2_888_sampling.prm,log_q_err,A2,0.1854475438332889,0.04377088209666988,0.23602837326343037,0.7914574858158981,True,True
m30,759_2_888,759_2_888_sampling.prm,log_rho_err,B,0.000330035636611695,0.06672059555518471,202.16179149673206,0.050002814064564305,True,True
m30,759_2_888,759_2_888_sampling.prm,log_s_err,D,0.6737463499270233,0.37592686185297736,0.5579649698936341,0.8729645901796989,True,False
m30,759_2_888,759_2_888_sampling.prm,log_tE_err,B,0.20946617244522622,0.07785830873949053,0.37169872266535003,0.8858545023447117,True,True
m30,759_2_888,759_2_888_sampling.prm,piEE_err,D,0.7244886984680095,20.715910172214603,28.593834818983495,0.8430487493629963,True,False
m30,759_2_888,759_2_888_sampling.prm,piEN_err,D,0.052371610201022545,39.715738436659514,758.3448033049798,0.674687032799541,True,False
m30,759_2_888,759_2_888_sampling.prm,t0_err,A2,0.04690540712423943,1.8082940422307298e-07,3.85519314956815e-06,0.2810249063782847,True,True
m30,759_2_888,759_2_888_sampling.prm,u0_err,B,0.4386854501770446,0.2760208313699897,0.6291998771753048,0.45729759005880716,True,True
m30,795_2_413,795_2_413_sampling.prm,alpha_err,B,0.014465215845785521,0.02191025849668571,1.5146859010105487,0.9517395262043379,True,True
m30,795_2_413,795_2_413_sampling.prm,log_q_err,B,0.028959981819835192,0.03097121307411901,1.0694486366323024,0.8801668127157983,True,True
m30,795_2_413,795_2_413_sampling.prm,log_rho_err,B,0.15088750820206828,0.07736908700222218,0.5127600549848675,0.6912503651488076,True,True
m30,795_2_413,795_2_413_sampling.prm,log_s_err,B,0.07931520483587377,0.06844967177659282,0.8630081951907594,0.9594970440453303,True,True
m30,795_2_413,795_2_413_sampling.prm,log_tE_err,B,0.06834629982692264,0.0815208456548153,1.1927616544166302,0.9070299277632862,True,True
m30,795_2_413,795_2_413_sampling.prm,piEE_err,D,0.6762902081909193,115.85876499400041,171.31515966189033,0.1232845728801357,True,False
m30,795_2_413,795_2_413_sampling.prm,piEN_err,D,0.004865564299908342,83.75921558883527,17214.697088765868,0.31402377211019045,True,False
m30,795_2_413,795_2_413_sampling.prm,t0_err,A2,0.013095492570508065,3.285938874349252e-08,2.5092136524512327e-06,0.8482923917031054,True,True
m30,795_2_413,795_2_413_sampling.prm,u0_err,B,0.46995883432010477,0.18865416801498328,0.40142700644815327,0.7922739069613612,True,True
m30,796_4_917,796_4_917_sampling.prm,alpha_err,B,0.06959571448625564,0.08263602740428433,1.1873723549544708,0.7798515036771155,True,True
m30,796_4_917,796_4_917_sampling.prm,log_q_err,A2,0.1990544436048412,0.018867926915090562,0.09478777048829308,0.9477874067319799,True,True
m30,796_4_917,796_4_917_sampling.prm,log_rho_err,B,0.0019222729704386097,0.06453061863317539,33.56995578960426,0.08709468211187642,True,True
m30,796_4_917,796_4_917_sampling.prm,log_s_err,A2,0.14756511065532332,0.0232725710005906,0.15771052450839643,0.9917785756254657,True,True
